Entrez ID	Symbol	Name	Gene Family	Type	RNA-Seq Correlation	RNA-Seq Correlation Self-Rank
348645	C22orf34	chromosome 22 open reading frame 34		not inferred		
3093	UBE2K	ubiquitin conjugating enzyme E2 K	Ubiquitin conjugating enzymes E2	best inferred	0.74	0.00
3092	HIP1	huntingtin interacting protein 1		best inferred	0.64	0.00
3091	HIF1A	hypoxia inducible factor 1 alpha subunit	Basic helix-loop-helix proteins	landmark		
3090	HIC1	HIC ZBTB transcriptional repressor 1	Zinc fingers C2H2-type, BTB domain containing	best inferred	0.54	0.01
28987	NOB1	NIN1/PSMD8 binding protein 1 homolog		not inferred		
64601	VPS16	VPS16, CORVET/HOPS core subunit		best inferred	0.71	0.00
28988	DBNL	drebrin like		not inferred		
64600	PLA2G2F	phospholipase A2 group IIF	Phospholipases	inferred	0.21	0.18
132989	C4orf36	chromosome 4 open reading frame 36		not inferred		
100131378	C11orf91	chromosome 11 open reading frame 91		not inferred		
3099	HK2	hexokinase 2		best inferred	0.80	0.00
28985	MCTS1	MCTS1, re-initiation and release factor		best inferred	0.82	0.00
3098	HK1	hexokinase 1		landmark		
28986	MAGEH1	MAGE family member H1	MAGE family	best inferred	0.86	0.00
3097	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	Zinc fingers C2H2-type	best inferred	0.80	0.00
3096	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	Zinc fingers C2H2-type	best inferred	0.61	0.00
28989	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	Methyltransferase like	not inferred		
3094	HINT1	histidine triad nucleotide binding protein 1		best inferred	0.74	0.00
118663	BTBD16	BTB domain containing 16	BTB domain containing	not inferred		
143630	UBQLNL	ubiquilin-like	Ubiquilin family	not inferred		
28983	TMPRSS11E	transmembrane protease, serine 11E	Proteases, serine	inferred	0.33	0.05
28984	RGCC	regulator of cell cycle		best inferred	0.66	0.00
28981	IFT81	intraflagellar transport 81	Intraflagellar transport proteins	best inferred	0.80	0.00
374819	LRRC37A3	leucine rich repeat containing 37 member A3		inferred	0.12	0.29
28982	FLVCR1	feline leukemia virus subgroup C cellular receptor 1	Solute carriers	not inferred		
129303	TMEM150A	transmembrane protein 150A		not inferred		
28954	REM1	RRAD and GEM like GTPase 1	RGK type GTPase family	best inferred	0.42	0.05
28955	DEXI	Dexi homolog		best inferred	0.83	0.00
131669	UROC1	urocanate hydratase 1		not inferred		
28952	CCDC22	coiled-coil domain containing 22		best inferred	0.73	0.00
337979	KRTAP22-1	keratin associated protein 22-1	Keratin associated proteins	not inferred		
28958	COA3	cytochrome c oxidase assembly factor 3	Mitochondrial respiratory chain complex assembly factors	best inferred	0.67	0.00
337978	KRTAP21-2	keratin associated protein 21-2	Keratin associated proteins	not inferred		
28959	TMEM176B	transmembrane protein 176B	Membrane spanning 4-domains	best inferred	0.71	0.00
337977	KRTAP21-1	keratin associated protein 21-1	Keratin associated proteins	not inferred		
28956	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	Ragulator complex	best inferred	0.78	0.00
337976	KRTAP20-2	keratin associated protein 20-2	Keratin associated proteins	not inferred		
28957	MRPS28	mitochondrial ribosomal protein S28	Mitochondrial ribosomal proteins	best inferred	0.87	0.00
337975	KRTAP20-1	keratin associated protein 20-1	Keratin associated proteins	not inferred		
337985	KRTAP20-3	keratin associated protein 20-3	Keratin associated proteins	not inferred		
100129042	LOC100129042	uncharacterized LOC100129042		not inferred		
28951	TRIB2	tribbles pseudokinase 2		best inferred	0.61	0.00
51300	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	Mitochondrial complex I assembly complex	not inferred		
51302	CYP39A1	cytochrome P450 family 39 subfamily A member 1	Cytochrome P450 family 39	best inferred	0.50	0.00
89910	UBE3B	ubiquitin protein ligase E3B		landmark		
51301	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2	Glucosaminyl (N-acetyl) transferases/xylosyltransferases	inferred	-0.01	0.58
51304	ZDHHC3	zinc finger DHHC-type containing 3	Zinc fingers DHHC-type	best inferred	0.74	0.00
51303	FKBP11	FK506 binding protein 11	FKBP prolyl isomerases	best inferred	0.79	0.00
51306	FAM13B	family with sequence similarity 13 member B	Rho GTPase activating proteins	best inferred	0.65	0.00
51305	KCNK9	potassium two pore domain channel subfamily K member 9	Potassium two pore domain channel subfamily K	not inferred		
51308	REEP2	receptor accessory protein 2	Receptor accessory proteins	best inferred	0.82	0.00
51307	FAM53C	family with sequence similarity 53 member C		best inferred	0.83	0.00
51309	ARMCX1	armadillo repeat containing, X-linked 1	Armadillo repeat containing	best inferred	0.75	0.00
130340	AP1S3	adaptor related protein complex 1 sigma 3 subunit		not inferred		
28965	SLC27A6	solute carrier family 27 member 6	Acyl-CoA synthetase family, Solute carriers	best inferred	0.39	0.01
26301	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	Glycosyltransferase family 6, Blood group antigens	not inferred		
28966	SNX24	sorting nexin 24	Sorting nexins	best inferred	0.62	0.00
373509	USP50	ubiquitin specific peptidase 50	Ubiquitin specific peptidases	not inferred		
337969	KRTAP19-2	keratin associated protein 19-2	Keratin associated proteins	not inferred		
100131355	LOC100131355	uncharacterized LOC100131355		not inferred		
28964	GIT1	GIT ArfGAP 1	ArfGAPs, Ankyrin repeat domain containing	best inferred	0.54	0.00
337968	KRTAP6-3	keratin associated protein 6-3	Keratin associated proteins	not inferred		
28969	BZW2	basic leucine zipper and W2 domains 2		landmark		
337967	KRTAP6-2	keratin associated protein 6-2	Keratin associated proteins	not inferred		
337966	KRTAP6-1	keratin associated protein 6-1	Keratin associated proteins	not inferred		
28968	SLC6A16	solute carrier family 6 member 16	Solute carriers	best inferred	0.72	0.00
337974	KRTAP19-7	keratin associated protein 19-7	Keratin associated proteins	not inferred		
144983	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2	RNA binding motif containing	not inferred		
337973	KRTAP19-6	keratin associated protein 19-6	Keratin associated proteins	not inferred		
337972	KRTAP19-5	keratin associated protein 19-5	Keratin associated proteins	not inferred		
337971	KRTAP19-4	keratin associated protein 19-4	Keratin associated proteins	not inferred		
360200	TMPRSS9	transmembrane protease, serine 9	Proteases, serine	not inferred		
337970	KRTAP19-3	keratin associated protein 19-3	Keratin associated proteins	not inferred		
28962	OSTM1	osteopetrosis associated transmembrane protein 1		best inferred	0.84	0.00
51311	TLR8	toll like receptor 8	CD molecules, Toll like receptors	best inferred	0.49	0.02
28960	DCPS	decapping enzyme, scavenger		best inferred	0.71	0.00
51310	SLC22A17	solute carrier family 22 member 17	Solute carriers	best inferred	0.89	0.00
51313	FAM198B	family with sequence similarity 198 member B		best inferred	0.70	0.00
51312	SLC25A37	solute carrier family 25 member 37	Solute carriers	best inferred	0.63	0.00
51315	KRCC1	lysine rich coiled-coil 1		best inferred	0.67	0.00
51314	NME8	NME/NM23 family member 8	NME/NM23 family	inferred	0.35	0.02
51317	PHF21A	PHD finger protein 21A	PHD finger proteins	best inferred	0.76	0.00
360205	PRAC2	prostate cancer susceptibility candidate 2		not inferred		
51316	PLAC8	placenta specific 8		best inferred	0.62	0.00
51319	RSRC1	arginine and serine rich coiled-coil 1		best inferred	0.63	0.00
360203	GLT6D1	glycosyltransferase 6 domain containing 1	Glycosyltransferase family 6	not inferred		
51318	MRPL35	mitochondrial ribosomal protein L35	Mitochondrial ribosomal proteins	best inferred	0.68	0.00
374864	CCDC178	coiled-coil domain containing 178		not inferred		
374860	ANKRD30B	ankyrin repeat domain 30B	Ankyrin repeat domain containing	not inferred		
337959	KRTAP13-2	keratin associated protein 13-2	Keratin associated proteins	not inferred		
131601	TPRA1	transmembrane protein adipocyte associated 1	7TM orphan receptors	best inferred	0.75	0.00
374868	ATP9B	ATPase phospholipid transporting 9B (putative)	ATPase phospholipid transporting	inferred	0.33	0.04
337963	KRTAP23-1	keratin associated protein 23-1	Keratin associated proteins	not inferred		
337960	KRTAP13-3	keratin associated protein 13-3	Keratin associated proteins	not inferred		
51320	MEX3C	mex-3 RNA binding family member C	Ring finger proteins	best inferred	0.65	0.00
51322	WAC	WW domain containing adaptor with coiled-coil		best inferred	0.78	0.00
53981	CPSF2	cleavage and polyadenylation specific factor 2		not inferred		
51321	AMZ2	archaelysin family metallopeptidase 2		best inferred	0.82	0.00
51324	SPG21	SPG21, maspardin		best inferred	0.71	0.00
89932	PAPLN	papilin, proteoglycan like sulfated glycoprotein	I-set domain containing, ADAMTS like	not inferred		
51326	ARL17A	ADP ribosylation factor like GTPase 17A	ARF GTPase family	not inferred		
51327	AHSP	alpha hemoglobin stabilizing protein		inferred	0.29	0.03
51329	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4		best inferred	0.56	0.00
64641	EBF2	early B-cell factor 2		best inferred	0.80	0.00
128025	WDR64	WD repeat domain 64	WD repeat domain containing	not inferred		
64645	MFSD14A	major facilitator superfamily domain containing 14A		not inferred		
132946	ARL9	ADP ribosylation factor like GTPase 9	ARF GTPase family	not inferred		
65975	STK33	serine/threonine kinase 33		not inferred		
116039	OSR2	odd-skipped related transciption factor 2	Zinc fingers C2H2-type	best inferred	0.84	0.00
65977	PLEKHA3	pleckstrin homology domain containing A3	Pleckstrin homology domain containing	not inferred		
64648	SPANXD	SPANX family member D		not inferred		
65979	PHACTR4	phosphatase and actin regulator 4	Phosphatase and actin regulators, Protein phosphatase 1 regulatory subunits	best inferred	0.64	0.00
132949	AASDH	aminoadipate-semialdehyde dehydrogenase	Acyl-CoA synthetase family	not inferred		
131616	TMEM42	transmembrane protein 42		not inferred		
89927	C16orf45	chromosome 16 open reading frame 45		best inferred	0.93	0.00
51330	TNFRSF12A	TNF receptor superfamily member 12A	CD molecules, Tumor necrosis factor receptor superfamily	best inferred	0.82	0.00
51333	ZNF771	zinc finger protein 771	Zinc fingers C2H2-type	best inferred	0.72	0.00
51332	SPTBN5	spectrin beta, non-erythrocytic 5	Spectrins	best inferred	0.55	0.00
51335	NGRN	neugrin, neurite outgrowth associated		landmark		
51334	PRR16	proline rich 16		best inferred	0.62	0.00
51337	THEM6	thioesterase superfamily member 6		best inferred	0.73	0.00
51339	DACT1	dishevelled binding antagonist of beta catenin 1		best inferred	0.63	0.00
51338	MS4A4A	membrane spanning 4-domains A4A	Membrane spanning 4-domains	best inferred	0.86	0.00
360226	PRSS41	protease, serine 41	Proteases, serine	not inferred		
374887	YJEFN3	YjeF N-terminal domain containing 3		not inferred		
65981	CAPRIN2	caprin family member 2		best inferred	0.79	0.00
65980	BRD9	bromodomain containing 9		best inferred	0.59	0.00
65983	GRAMD3	GRAM domain containing 3	GRAM domain containing	best inferred	0.83	0.00
374882	TMEM205	transmembrane protein 205		not inferred		
64651	CSRNP1	cysteine and serine rich nuclear protein 1		not inferred		
65982	ZSCAN18	zinc finger and SCAN domain containing 18	Zinc fingers C2H2-type, SCAN domain containing	best inferred	0.87	0.00
65985	AACS	acetoacetyl-CoA synthetase	Acyl-CoA synthetase family	best inferred	0.74	0.00
65987	KCTD14	potassium channel tetramerization domain containing 14		best inferred	0.39	0.01
65986	ZBTB10	zinc finger and BTB domain containing 10	Zinc fingers C2H2-type, BTB domain containing	best inferred	0.54	0.00
116028	RMI2	RecQ mediated genome instability 2		not inferred		
65989	DLK2	delta like non-canonical Notch ligand 2		best inferred	0.66	0.00
65988	ZNF747	zinc finger protein 747	Zinc fingers C2H2-type	not inferred		
132954	PDCL2	phosducin like 2		not inferred		
204801	NLRP11	NLR family pyrin domain containing 11	NLR family, Pyrin domain containing	not inferred		
51340	CRNKL1	crooked neck pre-mRNA splicing factor 1		inferred	0.36	0.05
89958	SAPCD2	suppressor APC domain containing 2		not inferred		
51341	ZBTB7A	zinc finger and BTB domain containing 7A	Zinc fingers C2H2-type, BTB domain containing	best inferred	0.66	0.00
100507290	ZNF865	zinc finger protein 865	Zinc fingers C2H2-type	not inferred		
51343	FZR1	fizzy and cell division cycle 20 related 1	WD repeat domain containing	best inferred	0.61	0.00
89953	KLC4	kinesin light chain 4	Tetratricopeptide repeat domain containing	not inferred		
51348	KLRF1	killer cell lectin like receptor F1	Killer cell lectin like receptors, C-type lectin domain containing	best inferred	0.46	0.02
51347	TAOK3	TAO kinase 3	Mitogen-activated protein kinase kinase kinases	best inferred	0.74	0.00
90933	TRIM41	tripartite motif containing 41	Ring finger proteins, Tripartite motif containing	not inferred		
65990	FAM173A	family with sequence similarity 173 member A	Seven-beta-strand methyltransferase motif containing	best inferred	0.74	0.00
374875	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	Short chain dehydrogenase/reductase superfamily	not inferred		
65992	DDRGK1	DDRGK domain containing 1		best inferred	0.68	0.00
65991	FUNDC2	FUN14 domain containing 2		not inferred		
64663	SPANXC	SPANX family member C		inferred	0.08	0.35
65993	MRPS34	mitochondrial ribosomal protein S34	Mitochondrial ribosomal proteins	best inferred	0.83	0.00
374872	C19orf35	chromosome 19 open reading frame 35		not inferred		
65996	CENPBD1P1	CENPB DNA-binding domains containing 1 pseudogene 1		best inferred	0.41	0.04
65998	C11orf95	chromosome 11 open reading frame 95		not inferred		
65997	RASL11B	RAS like family 11 member B	RAS type GTPase family	best inferred	0.57	0.01
65999	LRRC61	leucine rich repeat containing 61		best inferred	0.75	0.00
100131310	LOC100131310	uncharacterized LOC100131310		not inferred		
374879	ZNF699	zinc finger protein 699	Zinc fingers C2H2-type	not inferred		
374877	C19orf45	chromosome 19 open reading frame 45		not inferred		
51351	ZNF117	zinc finger protein 117	Zinc fingers C2H2-type	best inferred	0.64	0.00
51350	KRT76	keratin 76	Keratins, type II	best inferred	0.53	0.00
51352	WT1-AS	WT1 antisense RNA		inferred	0.34	0.04
89944	GLB1L2	galactosidase beta 1 like 2		best inferred	0.72	0.00
89941	RHOT2	ras homolog family member T2	Miro like atypical Rho GTPases, EF-hand domain containing	best inferred	0.87	0.00
128077	LIX1L	limb and CNS expressed 1 like		not inferred		
130399	ACVR1C	activin A receptor type 1C	Type 1 receptor serine/threonine kinases	not inferred		
166348	KBTBD12	kelch repeat and BTB domain containing 12	BTB domain containing	not inferred		
167681	PRSS35	protease, serine 35	Proteases, serine	not inferred		
100507221	LOC100507221	uncharacterized LOC100507221		not inferred		
116092	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1		not inferred		
116093	DIRC1	disrupted in renal carcinoma 1		not inferred		
374897	SBSN	suprabasin		not inferred		
166336	PRICKLE2	prickle planar cell polarity protein 2	Prickle planar cell polarity proteins, LIM domain containing	not inferred		
128061	C1orf131	chromosome 1 open reading frame 131		not inferred		
374899	ZNF829	zinc finger protein 829	Zinc fingers C2H2-type	not inferred		
116085	SLC22A12	solute carrier family 22 member 12	Solute carriers	not inferred		
100507249	C8orf17	chromosome 8 open reading frame 17		not inferred		
204851	HIPK1	homeodomain interacting protein kinase 1		best inferred	0.58	0.00
116071	BATF2	basic leucine zipper ATF-like transcription factor 2	Basic leucine zipper proteins	not inferred		
167691	LCA5	LCA5, lebercilin		not inferred		
203522	INTS6L	integrator complex subunit 6 like	Integrator complex	not inferred		
203523	ZNF449	zinc finger protein 449	Zinc fingers C2H2-type, SCAN domain containing	not inferred		
116064	LRRC58	leucine rich repeat containing 58		not inferred		
116068	LYSMD3	LysM domain containing 3		not inferred		
130355	C2orf76	chromosome 2 open reading frame 76		not inferred		
143662	MUC15	mucin 15, cell surface associated	Mucins	not inferred		
26353	HSPB8	heat shock protein family B (small) member 8	Small heat shock proteins	best inferred	0.92	0.00
26355	FAM162A	family with sequence similarity 162 member A		best inferred	0.82	0.00
26354	GNL3	G protein nucleolar 3		best inferred	0.92	0.00
53904	MYO3A	myosin IIIA	Myosins, class III, Deafness associated genes	inferred	-0.07	0.63
53905	DUOX1	dual oxidase 1	EF-hand domain containing	best inferred	0.64	0.00
130367	SGPP2	sphingosine-1-phosphate phosphatase 2	Sphingosine-1-phosphate phosphatases	not inferred		
154313	CFAP206	cilia and flagella associated protein 206		not inferred		
203547	VMA21	VMA21, vacuolar ATPase assembly factor		not inferred		
100130086	HSFX2	heat shock transcription factor family, X-linked 2		not inferred		
100129094	BTNL10	butyrophilin like 10		not inferred		
143678	C11orf94	chromosome 11 open reading frame 94		not inferred		
100129098	LOC100129098	translation initiation factor IF-2		not inferred		
53918	PELO	pelota homolog (Drosophila)		best inferred	0.76	0.00
53919	SLCO1C1	solute carrier organic anion transporter family member 1C1	Solute carriers	best inferred	0.53	0.02
100507203	SMLR1	small leucine rich protein 1		not inferred		
53916	RAB4B	RAB4B, member RAS oncogene family	RAB, member RAS oncogene GTPases	best inferred	0.88	0.00
53917	RAB24	RAB24, member RAS oncogene family	RAB, member RAS oncogene GTPases	not inferred		
28998	MRPL13	mitochondrial ribosomal protein L13	Mitochondrial ribosomal proteins	best inferred	0.85	0.00
28999	KLF15	Kruppel like factor 15	Zinc fingers C2H2-type, Kruppel like factors	inferred	0.03	0.35
28996	HIPK2	homeodomain interacting protein kinase 2		best inferred	0.65	0.00
100130078	LOC100130078	uncharacterized LOC100130078		not inferred		
26339	OR5K1	olfactory receptor family 5 subfamily K member 1	Olfactory receptors, family 5	not inferred		
26338	OR5L2	olfactory receptor family 5 subfamily L member 2	Olfactory receptors, family 5	not inferred		
28990	ASTE1	asteroid homolog 1 (Drosophila)		best inferred	0.69	0.00
143684	FAM76B	family with sequence similarity 76 member B		not inferred		
28991	COMMD5	COMM domain containing 5	COMM domain containing	not inferred		
100129083	LOC100129083	uncharacterized LOC100129083		not inferred		
203562	TMEM31	transmembrane protein 31		not inferred		
26330	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic		inferred	0.24	0.14
143689	PIWIL4	piwi like RNA-mediated gene silencing 4	Argonaute/PIWI family	not inferred		
26333	OR7A17	olfactory receptor family 7 subfamily A member 17	Olfactory receptors, family 7	inferred	0.16	0.27
28992	MACROD1	MACRO domain containing 1		best inferred	0.80	0.00
143686	SESN3	sestrin 3		not inferred		
153020	RASGEF1B	RasGEF domain family member 1B		not inferred		
203569	PAGE2	PAGE family member 2		not inferred		
202243	CCDC125	coiled-coil domain containing 125		not inferred		
100131390	SP9	Sp9 transcription factor	Zinc fingers C2H2-type, Sp transcription factors	not inferred		
168975	CNBD1	cyclic nucleotide binding domain containing 1		not inferred		
26341	OR5H1	olfactory receptor family 5 subfamily H member 1	Olfactory receptors, family 5	not inferred		
647060	SPATA31A1	SPATA31 subfamily A member 1		not inferred		
100288323	KRTAP21-3	keratin associated protein 21-3	Keratin associated proteins	not inferred		
253832	ZDHHC20	zinc finger DHHC-type containing 20	Zinc fingers DHHC-type	not inferred		
100288315	LOC100288315	uncharacterized LOC100288315		not inferred		
5706	PSMC6	proteasome 26S subunit, ATPase 6	AAA ATPases, Proteasome	best inferred	0.74	0.00
5707	PSMD1	proteasome 26S subunit, non-ATPase 1	Proteasome	best inferred	0.87	0.00
5708	PSMD2	proteasome 26S subunit, non-ATPase 2	Proteasome	landmark		
5709	PSMD3	proteasome 26S subunit, non-ATPase 3	Proteasome	best inferred	0.64	0.00
5700	PSMC1	proteasome 26S subunit, ATPase 1	AAA ATPases, Proteasome	best inferred	0.74	0.00
5701	PSMC2	proteasome 26S subunit, ATPase 2	AAA ATPases, Proteasome	best inferred	0.82	0.00
5702	PSMC3	proteasome 26S subunit, ATPase 3	AAA ATPases, Proteasome	best inferred	0.49	0.01
5704	PSMC4	proteasome 26S subunit, ATPase 4	AAA ATPases, Proteasome	best inferred	0.78	0.00
5705	PSMC5	proteasome 26S subunit, ATPase 5	AAA ATPases, Proteasome	best inferred	0.52	0.00
100289635	ZNF605	zinc finger protein 605	Zinc fingers C2H2-type	not inferred		
647087	C7orf73	chromosome 7 open reading frame 73		not inferred		
5717	PSMD11	proteasome 26S subunit, non-ATPase 11	Proteasome	best inferred	0.75	0.00
5718	PSMD12	proteasome 26S subunit, non-ATPase 12	Proteasome	best inferred	0.78	0.00
5719	PSMD13	proteasome 26S subunit, non-ATPase 13	Proteasome	best inferred	0.69	0.00
105370691	LOC105370691	uncharacterized LOC105370691		not inferred		
5710	PSMD4	proteasome 26S subunit, non-ATPase 4	Proteasome	landmark		
5711	PSMD5	proteasome 26S subunit, non-ATPase 5	Proteasome	best inferred	0.60	0.00
5713	PSMD7	proteasome 26S subunit, non-ATPase 7	Proteasome	best inferred	0.66	0.00
5714	PSMD8	proteasome 26S subunit, non-ATPase 8	Proteasome	best inferred	0.75	0.00
5715	PSMD9	proteasome 26S subunit, non-ATPase 9	Proteasome, PDZ domain containing	landmark		
109504726	ERV3-1-ZNF117	ERV3-1-ZNF117 readthrough		not inferred		
5716	PSMD10	proteasome 26S subunit, non-ATPase 10	Ankyrin repeat domain containing, Proteasome	landmark		
5730	PTGDS	prostaglandin D2 synthase	Lipocalins	best inferred	0.69	0.00
5728	PTEN	phosphatase and tensin homolog	C2 tensin-type domain containing, PTEN protein phosphatases, Phosphoinositide phosphatases	best inferred	0.63	0.00
5729	PTGDR	prostaglandin D2 receptor	Prostaglandin (prostanoid) receptors	best inferred	0.56	0.00
5720	PSME1	proteasome activator subunit 1	Proteasome	landmark		
253827	MSRB3	methionine sulfoxide reductase B3	Deafness associated genes	not inferred		
5721	PSME2	proteasome activator subunit 2	Proteasome	landmark		
5723	PSPH	phosphoserine phosphatase	HAD Asp-based non-protein phosphatases	best inferred	0.63	0.00
5724	PTAFR	platelet activating factor receptor	Platelet activating factor receptor	best inferred	0.74	0.00
5725	PTBP1	polypyrimidine tract binding protein 1	RNA binding motif containing	best inferred	0.92	0.00
5726	TAS2R38	taste 2 receptor member 38	Taste 2 receptors	not inferred		
5727	PTCH1	patched 1		best inferred	0.61	0.00
105370687	LOC105370687	translation initiation factor IF-2-like		not inferred		
154288	KHDC3L	KH domain containing 3 like, subcortical maternal complex member		not inferred		
5740	PTGIS	prostaglandin I2 synthase	Cytochrome P450 family 8	best inferred	0.90	0.00
5741	PTH	parathyroid hormone	Endogenous ligands	inferred	0.16	0.25
5739	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	Prostaglandin (prostanoid) receptors	best inferred	0.72	0.00
105379045	LOC105379045	uncharacterized LOC105379045		not inferred		
5731	PTGER1	prostaglandin E receptor 1	Prostaglandin (prostanoid) receptors	inferred	0.20	0.14
5732	PTGER2	prostaglandin E receptor 2	Prostaglandin (prostanoid) receptors	best inferred	0.57	0.01
5733	PTGER3	prostaglandin E receptor 3	Prostaglandin (prostanoid) receptors	best inferred	0.69	0.00
5734	PTGER4	prostaglandin E receptor 4	Prostaglandin (prostanoid) receptors	best inferred	0.74	0.00
5737	PTGFR	prostaglandin F receptor	Prostaglandin (prostanoid) receptors	best inferred	0.74	0.00
5738	PTGFRN	prostaglandin F2 receptor inhibitor	CD molecules, V-set domain containing, Immunoglobulin like domain containing	not inferred		
5742	PTGS1	prostaglandin-endoperoxide synthase 1		best inferred	0.74	0.00
5743	PTGS2	prostaglandin-endoperoxide synthase 2		landmark		
5744	PTHLH	parathyroid hormone like hormone	Endogenous ligands	inferred	0.20	0.13
5745	PTH1R	parathyroid hormone 1 receptor	Parathyroid hormone receptors	best inferred	0.60	0.00
5746	PTH2R	parathyroid hormone 2 receptor	Parathyroid hormone receptors	inferred	0.27	0.01
5747	PTK2	protein tyrosine kinase 2	Protein phosphatase 1 regulatory subunits, FERM domain containing	landmark		
4430	MYO1B	myosin IB	Myosins, class I	best inferred	0.83	0.00
4431	MSBP1	minisatellite binding protein 1		not inferred		
4432	MSBP2	minisatellite binding protein 2		not inferred		
5763	PTMS	parathymosin		best inferred	0.78	0.00
3101	HK3	hexokinase 3		best inferred	0.66	0.00
5753	PTK6	protein tyrosine kinase 6	SH2 domain containing	best inferred	0.61	0.01
5754	PTK7	protein tyrosine kinase 7 (inactive)	Receptor Tyrosine Kinases, I-set domain containing, Immunoglobulin like domain containing	best inferred	0.81	0.00
5756	TWF1	twinfilin actin binding protein 1		best inferred	0.80	0.00
5757	PTMA	prothymosin, alpha		best inferred	0.73	0.00
5770	PTPN1	protein tyrosine phosphatase, non-receptor type 1	Protein tyrosine phosphatases, non-receptor type	landmark		
4440	MSI1	musashi RNA binding protein 1	RNA binding motif containing	inferred	0.30	0.09
5771	PTPN2	protein tyrosine phosphatase, non-receptor type 2	Protein tyrosine phosphatases, non-receptor type	best inferred	0.79	0.00
5774	PTPN3	protein tyrosine phosphatase, non-receptor type 3	Protein tyrosine phosphatases, non-receptor type, PDZ domain containing, FERM domain containing	best inferred	0.82	0.00
3112	HLA-DOB	major histocompatibility complex, class II, DO beta	Histocompatibility complex, C1-set domain containing	best inferred	0.41	0.04
3111	HLA-DOA	major histocompatibility complex, class II, DO alpha	Histocompatibility complex, C1-set domain containing	best inferred	0.73	0.00
3110	MNX1	motor neuron and pancreas homeobox 1	HOXL subclass homeoboxes	best inferred	0.48	0.01
3109	HLA-DMB	major histocompatibility complex, class II, DM beta	Histocompatibility complex, C1-set domain containing	best inferred	0.91	0.00
3108	HLA-DMA	major histocompatibility complex, class II, DM alpha	Histocompatibility complex, C1-set domain containing	landmark		
3107	HLA-C	major histocompatibility complex, class I, C	Histocompatibility complex, C1-set domain containing	best inferred	0.77	0.00
3106	HLA-B	major histocompatibility complex, class I, B	Histocompatibility complex, C1-set domain containing	best inferred	0.81	0.00
3105	HLA-A	major histocompatibility complex, class I, A	Histocompatibility complex, C1-set domain containing	best inferred	0.62	0.01
3104	ZBTB48	zinc finger and BTB domain containing 48	Zinc fingers C2H2-type, BTB domain containing	best inferred	0.79	0.00
5764	PTN	pleiotrophin	Endogenous ligands	best inferred	0.80	0.00
4435	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1		best inferred	0.63	0.00
4436	MSH2	mutS homolog 2	MutS homologs	best inferred	0.77	0.00
4437	MSH3	mutS homolog 3	MutS homologs	best inferred	0.76	0.00
5768	QSOX1	quiescin sulfhydryl oxidase 1		best inferred	0.77	0.00
4438	MSH4	mutS homolog 4	MutS homologs	inferred	0.27	0.08
4439	MSH5	mutS homolog 5	MutS homologs	not inferred		
105371910	LOC105371910	uncharacterized LOC105371910		not inferred		
5780	PTPN9	protein tyrosine phosphatase, non-receptor type 9	Protein tyrosine phosphatases, non-receptor type	best inferred	0.75	0.00
64793	CEP85	centrosomal protein 85		best inferred	0.63	0.00
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11	SH2 domain containing, Protein tyrosine phosphatases, non-receptor type	best inferred	0.90	0.00
64792	IFT22	intraflagellar transport 22	RAB like GTPases, Intraflagellar transport proteins	best inferred	0.57	0.01
5782	PTPN12	protein tyrosine phosphatase, non-receptor type 12	Protein tyrosine phosphatases, non-receptor type	landmark		
64795	RMND5A	required for meiotic nuclear division 5 homolog A		best inferred	0.82	0.00
5783	PTPN13	protein tyrosine phosphatase, non-receptor type 13	Protein tyrosine phosphatases, non-receptor type, PDZ domain containing, FERM domain containing	best inferred	0.87	0.00
64794	DDX31	DEAD-box helicase 31	DEAD-box helicases, Protein phosphatase 1 regulatory subunits	best inferred	0.67	0.00
5784	PTPN14	protein tyrosine phosphatase, non-receptor type 14	Protein tyrosine phosphatases, non-receptor type, FERM domain containing	best inferred	0.74	0.00
3123	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	Histocompatibility complex, C1-set domain containing	best inferred	0.83	0.00
64799	IQCH	IQ motif containing H		inferred	0.31	0.02
3122	HLA-DRA	major histocompatibility complex, class II, DR alpha	Histocompatibility complex, C1-set domain containing	landmark		
64798	DEPTOR	DEP domain containing MTOR interacting protein	PDZ domain containing	best inferred	0.57	0.00
3121	HLA-DQB3	major histocompatibility complex, class II, DQ beta 3		not inferred		
